,X1,X2,X3
2015_ONH1_CG65/CG108,0.566605001,0.442794835,0.797066751
2015_ONH2_CG65/CG108,0.133238212,0.716093293,0.412849629
2014_DEH1_CG65/LH185,0.314032067,0.900300869,0.832719948
2014_INH1_CG65/LH185,0.3051357,0.723070788,0.268081713
2014_NEH1_CG65/LH185,0.570634446,0.786193285,0.068920061
2014_NEH2_CG65/LH185,0.248186801,0.877228571,0.293139786
2015_MNH1_CG65/LH185,0.016000432,0.0093752,0.892760869
2015_MOH1_CG65/LH185,0.027617875,0.317572393,0.214662258
2015_NEH4_CG65/LH185,0.424122112,0.642038474,0.218453335
2015_NYH2_CG65/LH185,0.793649423,0.757163711,0.213504748
2015_NYH3_CG65/LH185,0.810188531,0.414160295,0.899914692
2015_ONH1_CG65/LH185,0.095103922,0.790688308,0.384121378
2015_ONH2_CG65/LH185,0.368047634,0.022671221,0.183089091
2014_ILH1_CG65/LH82,0.273131359,0.292628645,0.413839294
2014_MOH1_CG65/LH82,0.131138063,0.747227182,0.832163998
2014_NYH1_CG65/LH82,0.60304765,0.769529419,0.371795988
2015_MNH1_CG65/LH82,0.272110598,0.030125304,0.555406748
2015_MOH1_CG65/LH82,0.088968111,0.349080023,0.319277243
2015_NEH2_CG65/LH82,0.691863363,0.722726712,0.262807409
2015_NYH2_CG65/LH82,0.455973364,0.619804722,0.086630121
2015_NYH3_CG65/LH82,0.259164476,0.863994905,0.50536173
2015_ONH1_CG65/LH82,0.050953438,0.318269207,0.997253752
2015_ONH2_CG65/LH82,0.073864223,0.282368829,0.12711284
